GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.tools,PageExtractor.new DSCFilter() {...},18,0,4,0,4,0,4,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.tools,DSCTools,79,41,20,9,23,11,13,6,2,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.ps.dsc.tools,PageExtractor,136,0,20,0,35,0,11,0,1,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas,DublinCoreAdapter,114,103,2,6,36,27,26,17,24,15
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas,XMPBasicAdapter,33,81,1,3,11,19,8,9,7,8
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas,XMPBasicSchema,2,32,0,0,1,7,1,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp.schemas,DublinCoreSchema,2,25,0,0,1,6,1,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image,GraphicsUtil,2281,0,239,0,481,0,149,0,28,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPSchemaAdapter,63,558,23,79,14,152,22,53,1,23
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPArrayType,10,25,0,0,1,7,1,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPProperty,135,164,24,14,33,40,20,17,6,12
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPParser,0,38,0,0,0,10,0,3,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPSchemaRegistry,0,72,0,0,0,18,0,6,0,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPArray,97,320,25,43,20,69,23,27,3,13
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPSerializer,78,41,9,3,17,16,7,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPComplexValue,0,3,0,0,0,1,0,1,0,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPSchema,9,20,0,0,2,7,2,4,2,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPConstants,0,8,0,0,0,1,0,1,0,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,Metadata,52,196,9,15,13,51,11,11,4,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPPacketParser,118,0,18,0,36,0,13,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPHandler,113,531,15,67,24,125,14,39,0,12
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.xmp,XMPStructure,23,76,0,2,4,19,4,8,4,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color.profile,NamedColorProfileParser,98,277,7,14,15,63,8,16,1,12
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color.profile,ColorProfileUtil,82,38,7,5,19,9,10,2,4,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color.profile,NamedColorProfile,52,43,6,0,9,13,5,5,2,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderEPS,5,49,1,3,1,13,1,4,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,CompositeImageLoader,90,70,14,8,18,13,12,5,2,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,PreloaderJPEG,81,429,26,36,19,111,23,14,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImageSessionContext.UnrestrictedFallbackResolver,133,92,12,18,25,34,10,8,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageRendered,0,47,0,2,0,16,0,8,0,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImagePreloader,3,23,1,1,1,8,1,3,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderFactoryRaw,60,217,18,18,10,31,14,12,0,8
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderFactoryPNG,0,44,0,2,0,10,0,7,0,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImageLoader,14,15,5,1,2,5,3,4,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,PreloaderGIF,2,131,7,11,1,23,7,6,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageRawStream.SingleStreamFactory,5,29,1,1,1,13,1,5,0,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageRawCCITTFax,3,12,0,0,1,4,1,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderRawCCITTFax,46,138,10,9,9,38,10,4,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImageLoaderFactory,7,5,0,0,2,2,1,2,1,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderFactoryInternalTIFF,12,32,1,1,1,8,1,6,0,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,DefaultImageSessionContext,7,46,0,2,3,13,1,5,1,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,PNGFile,199,468,26,50,39,101,25,22,2,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,PreloaderBMP,2,125,2,10,1,32,2,7,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,PreloaderRawPNG,4,49,2,2,2,14,2,3,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageRawJPEG,6,24,0,0,2,8,2,3,2,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderRawCCITTFax.FillOrderChangeInputStream,1076,0,6,0,13,0,7,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,PreloaderEPS.EPSBinaryFileHeader,30,9,4,0,6,3,8,3,6,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageConverterBitmap2G2D.Graphics2DImagePainterImpl,60,0,4,0,15,0,5,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImageSessionContext.RestrictedFallbackResolver,33,0,6,0,8,0,5,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageRawEPS,15,6,0,0,4,2,2,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageGraphics2D,11,16,2,0,4,7,2,4,1,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImageSessionContext.new PrivilegedAction() {...},0,17,0,0,0,4,0,2,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderInternalTIFF,36,9,0,0,8,4,2,3,2,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderPNG,0,38,0,0,0,10,0,4,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderRaw,43,5,2,0,9,2,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImageSessionContext,105,200,14,22,24,46,14,15,1,10
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageRawStream.ByteArrayStreamFactory,1,14,0,0,1,5,1,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageConverterRendered2PNG,9,58,2,2,1,14,2,5,0,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageRawStream,20,44,2,4,7,13,3,8,2,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderFactoryRawCCITTFax,82,102,13,11,11,21,11,9,1,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImageSessionContext.ObservingImageInputStreamInvocationHandler,18,20,1,1,5,6,1,2,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderFactoryEPS,12,32,1,1,1,8,1,6,0,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageConverterG2D2Bitmap,107,245,12,13,24,54,11,10,1,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageConverterBitmap2G2D,28,8,2,0,6,3,2,4,1,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,DefaultImageContext,17,0,2,0,7,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,PreloaderEPS,29,244,7,22,6,72,7,13,0,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderRawJPEG,238,219,30,21,46,70,25,8,1,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageConverterBuffered2Rendered,4,30,1,1,0,9,1,6,0,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,PreloaderEMF,2,147,3,9,1,32,3,6,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageXMLDOM,42,0,0,0,14,0,6,0,6,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageLoaderRawPNG,0,47,0,2,0,13,0,5,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageBuffered,0,12,0,0,0,4,0,3,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImage,27,13,2,0,5,5,4,3,3,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,JPEGFile,12,47,2,2,4,14,4,5,2,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,PreloaderTIFF,112,250,24,28,22,62,21,9,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,AbstractImageConverter,12,12,1,1,1,4,1,3,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.impl,ImageRawPNG,57,41,4,0,16,15,9,5,7,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGEncodeParam,619,319,63,23,178,63,83,25,46,19
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGEncodeParam.RGB,75,6,10,0,21,2,11,2,6,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGRed,4678,0,468,0,896,0,283,0,33,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGSuggestedPaletteEntry,3,0,0,0,1,0,1,0,1,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGImage,2959,1901,351,125,576,297,241,43,14,16
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGChunk.ChunkType,0,117,0,0,0,20,0,1,0,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGDecodeParam,59,36,4,0,23,12,12,9,10,9
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGImageEncoder,1295,669,157,53,266,158,104,28,1,24
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,ChunkStream,62,126,2,2,24,33,14,5,12,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGEncodeParam.Palette,170,0,24,0,42,0,24,0,12,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGEncodeParam.Gray,123,0,18,0,35,0,22,0,13,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,CRC,0,67,0,8,0,13,0,6,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGImageDecoder.new ImageInputStreamSeekableStreamAdapter() {...},0,5,0,0,0,2,0,2,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGRed.PNGChunk,224,0,0,0,25,0,11,0,11,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,IDATOutputStream,29,147,3,5,7,32,4,8,2,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGChunk,70,211,1,1,15,37,5,12,4,12
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.png,PNGImageDecoder,24,49,6,2,5,13,4,3,0,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.cache,TimeStampProvider,0,5,0,0,0,2,0,2,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.cache,ImageKey,39,68,9,9,8,18,10,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.cache,DefaultExpirationPolicy,0,39,0,6,0,10,0,7,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.cache,ImageCacheStatistics,18,108,4,4,3,33,6,13,2,13
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader.cache,ImageCache,40,333,12,32,7,92,11,28,0,17
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFImage,4019,0,447,0,770,0,246,0,13,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFImageEncoder.Context,6,0,0,0,2,0,1,0,1,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,ImageType,0,190,3,25,0,39,3,22,0,9
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFFaxDecoder,9942,0,194,0,477,0,112,0,15,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFField,285,103,33,8,47,26,43,13,11,11
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,CompressionValue,39,77,6,0,6,14,4,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,ExtraSamplesType,13,37,5,1,2,9,4,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFImageDecoder,31,0,4,0,6,0,5,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFEncodeParam,64,30,5,1,24,11,13,6,10,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,ImageInfo.ImageInfoBuilder,0,42,0,0,0,8,0,4,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFDecodeParam,42,0,0,0,14,0,9,0,9,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFDirectory,451,438,49,39,113,92,51,28,21,10
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFImageEncoder,1908,1108,263,101,363,247,173,35,5,13
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,ImageInfo,6,362,5,23,0,81,5,25,0,16
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.codec.tiff,TIFFLZWDecoder,450,0,38,0,87,0,27,0,8,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.rendered,RenderedImageCachableRed,148,0,6,0,38,0,29,0,26,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.rendered,BufferedImageCachableRed,155,0,2,0,36,0,11,0,10,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.rendered,AbstractRed,1009,0,98,0,210,0,89,0,40,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.rendered,FormatRed,349,0,43,0,82,0,32,0,9,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.rendered,Any2sRGBRed,694,0,72,0,167,0,45,0,7,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.rendered,Any2LsRGBRed,521,0,42,0,122,0,29,0,6,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,XMLNamespaceEnabledImageFlavor,58,28,16,0,13,5,10,3,2,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,ImageInfo,15,41,0,0,1,14,1,8,1,8
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,ImageException,5,4,0,0,2,2,1,1,1,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,MimeEnabledImageFlavor,21,58,9,7,4,13,6,6,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,ImageSize,101,126,2,2,16,35,8,16,6,16
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,SubImageNotFoundException,9,0,0,0,4,0,2,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,RefinedImageFlavor,6,31,0,4,2,8,1,7,1,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,SimpleRefinedImageFlavor,0,5,0,0,0,2,0,1,0,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,ImageManager,127,295,19,27,21,74,20,22,3,16
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,ImageFlavor,9,146,5,9,3,36,4,12,0,9
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,ImageSource,42,29,5,1,7,12,6,6,3,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.loader,ImageProcessingHints,0,15,0,0,0,7,0,1,0,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,TransformType,24,40,6,0,9,9,8,2,3,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,GraphicContext,396,186,35,11,106,48,50,14,28,13
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,TransformStackElement,202,21,7,0,38,7,15,2,10,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,AbstractGraphicsConfiguration,4,3,0,0,2,1,2,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,TransformStackElement.new TransformStackElement() {...},16,0,2,0,2,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,TransformStackElement.new TransformStackElement() {...},21,0,4,0,2,0,4,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,TransformStackElement.new TransformStackElement() {...},21,0,4,0,2,0,4,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,TransformStackElement.new TransformStackElement() {...},21,0,4,0,2,0,4,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,TransformStackElement.new TransformStackElement() {...},40,5,12,0,1,1,7,1,1,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,GraphicsConfigurationWithoutTransparency,13,55,0,4,3,13,3,9,3,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,GraphicsConfigurationWithTransparency,13,64,0,4,3,12,3,9,3,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,StrokingTextHandler,0,23,0,0,0,8,0,2,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,AbstractGraphics2D,650,53,12,0,150,17,55,12,49,12
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,Dimension2DDouble,90,15,8,0,20,6,9,3,5,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,CMYKColorSpace,75,0,2,0,9,0,7,0,6,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,DefaultGraphics2D,91,0,0,0,32,0,16,0,16,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d,GenericGraphicsDevice,25,0,0,0,8,0,6,0,6,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.internal,TIFFImageWriter,173,5,6,0,28,2,8,2,5,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.internal,TIFFImageWriter.TIFFMultiImageWriter,54,0,4,0,14,0,5,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.internal,PNGImageWriter,16,5,0,0,5,2,2,2,2,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.io,XmlSourceUtil,2,179,4,36,1,54,4,22,0,6
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.io,Resource,15,0,0,0,6,0,3,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.io,URIResolverAdapter,61,0,2,0,15,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.io,TempResourceURIGenerator,0,42,0,0,0,7,0,4,0,4
